Make,Model,Cylinder,Transmission,CityMPG,HighwayMPG,CombinedMPG,Air Aspir Method,Air Aspiration Method Desc,Transmission,Trans Desc,Drive,Drive Desc,Fuel,Fuel Usage Desc - Conventional Fuel,Cost,EPA Calculated Annual Fuel Cost - Conventional Fuel -----  Annual fuel cost error. Please revise Verify. ,Carline Class,Carline Class Desc,Release Date,CityCO2,HighwayCO2,CombinedCO2
Chevrolet,K15 SILVERADO 4WD,8,Auto(A6),16,22,18,NA,Naturally Aspirated,A,Automatic,4,4-Wheel Drive,G,Gasoline (Regular Unleaded Recommended),2900,2900,13,Standard Pick-up Trucks 4WD,2014-01-06,562,403,490
Chevrolet,G2500 EXPRESS CONV 2WD CARGOMDPV,8,Auto(A6),10,15,12,NA,Naturally Aspirated,A,Automatic,R,"2-Wheel Drive, Rear",G,Gasoline (Regular Unleaded Recommended),4400,4400,14,"Vans, Cargo Types",2014-07-21,875,590,747
Chevrolet,G2500 EXPRESS CONV 2WD CARGOMDPV,8,Auto(A6),10,15,12,NA,Naturally Aspirated,A,Automatic,R,"2-Wheel Drive, Rear",G,Gasoline (Regular Unleaded Recommended),4400,4400,14,"Vans, Cargo Types",2014-07-21,868,582,740
Chevrolet,G2500 EXPRESS 2WD PASS MDPV,8,Auto(A6),11,17,13,NA,Naturally Aspirated,A,Automatic,R,"2-Wheel Drive, Rear",G,Gasoline (Regular Unleaded Recommended),4050,4050,15,"Vans, Passenger Type",2014-07-21,791,534,675
Chevrolet,G2500 EXPRESS 2WD PASS MDPV,8,Auto(A6),11,16,13,NA,Naturally Aspirated,A,Automatic,R,"2-Wheel Drive, Rear",G,Gasoline (Regular Unleaded Recommended),4050,4050,15,"Vans, Passenger Type",2014-07-21,830,564,710
Chevrolet,G2500 EXPRESS 2WD PASS MDPV,8,Auto(A6),11,16,13,NA,Naturally Aspirated,A,Automatic,R,"2-Wheel Drive, Rear",G,Gasoline (Regular Unleaded Recommended),4050,4050,15,"Vans, Passenger Type",2014-07-21,830,564,710
Chevrolet,G3500 EXPRESS 2WD PASS MDPV,8,Auto(A6),11,17,13,NA,Naturally Aspirated,A,Automatic,R,"2-Wheel Drive, Rear",G,Gasoline (Regular Unleaded Recommended),4050,4050,15,"Vans, Passenger Type",2014-07-21,794,536,678
Chevrolet,G3500 EXPRESS 2WD PASS MDPV,8,Auto(A6),11,16,12,NA,Naturally Aspirated,A,Automatic,R,"2-Wheel Drive, Rear",G,Gasoline (Regular Unleaded Recommended),4400,4400,15,"Vans, Passenger Type",2014-07-21,844,572,721
Chevrolet,G3500 EXPRESS 2WD PASS MDPV,8,Auto(A6),11,16,12,NA,Naturally Aspirated,A,Automatic,R,"2-Wheel Drive, Rear",G,Gasoline (Regular Unleaded Recommended),4400,4400,15,"Vans, Passenger Type",2014-07-21,840,568,718
Chevrolet,CAPTIVA FWD,4,Auto(A6),20,28,23,NA,Naturally Aspirated,A,Automatic,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),2300,2300,30,Small SUV 2WD,2014-05-30,444,318,386
Chevrolet,EQUINOX FWD,4,Auto(A6),22,32,26,NA,Naturally Aspirated,A,Automatic,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),2000,2000,30,Small SUV 2WD,2014-05-30,398,278,344
Chevrolet,EQUINOX FWD,4,Auto(A6),22,32,26,NA,Naturally Aspirated,A,Automatic,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),2000,2000,30,Small SUV 2WD,2014-05-30,398,278,344
Chevrolet,EQUINOX FWD,6,Auto(A6),17,24,20,NA,Naturally Aspirated,A,Automatic,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),2600,2600,30,Small SUV 2WD,2014-05-30,536,370,444
Chevrolet,EQUINOX AWD,4,Auto(A6),20,29,23,NA,Naturally Aspirated,A,Automatic,A,All Wheel Drive,G,Gasoline (Regular Unleaded Recommended),2300,2300,31,Small SUV 4WD,2014-05-31,435,310,379
Chevrolet,EQUINOX AWD,4,Auto(A6),20,29,23,NA,Naturally Aspirated,A,Automatic,A,All Wheel Drive,G,Gasoline (Regular Unleaded Recommended),2300,2300,31,Small SUV 4WD,2014-07-14,435,310,379
Chevrolet,EQUINOX AWD,6,Auto(A6),16,23,19,NA,Naturally Aspirated,A,Automatic,A,All Wheel Drive,G,Gasoline (Regular Unleaded Recommended),2750,2750,31,Small SUV 4WD,2014-05-30,559,387,468
Chevrolet,C1500 SUBURBAN 2WD,8,Auto(A6),16,23,18,NA,Naturally Aspirated,A,Automatic,R,"2-Wheel Drive, Rear",G,Gasoline (Regular Unleaded Recommended),2900,2900,32,Standard SUV 2WD,2014-01-06,561,383,481
Chevrolet,C1500 SUBURBAN 2WD,8,Auto(A6),16,23,18,NA,Naturally Aspirated,A,Automatic,R,"2-Wheel Drive, Rear",G,Gasoline (Regular Unleaded Recommended),2900,2900,32,Standard SUV 2WD,2014-05-22,561,383,481
Chevrolet,C1500 TAHOE 2WD,8,Auto(A6),16,23,18,NA,Naturally Aspirated,A,Automatic,R,"2-Wheel Drive, Rear",G,Gasoline (Regular Unleaded Recommended),2900,2900,32,Standard SUV 2WD,2014-01-06,561,383,481
Chevrolet,C1500 TAHOE 2WD,8,Auto(A6),16,23,18,NA,Naturally Aspirated,A,Automatic,R,"2-Wheel Drive, Rear",G,Gasoline (Regular Unleaded Recommended),2900,2900,32,Standard SUV 2WD,2014-05-22,561,383,481
Chevrolet,TRAVERSE FWD,6,Auto(A6),17,24,19,NA,Naturally Aspirated,A,Automatic,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),2750,2750,32,Standard SUV 2WD,2014-05-30,538,375,465
Chevrolet,K1500 SUBURBAN 4WD,8,Auto(A6),15,22,18,NA,Naturally Aspirated,A,Automatic,4,4-Wheel Drive,G,Gasoline (Regular Unleaded Recommended),2900,2900,33,Standard SUV 4WD,2014-01-06,581,409,503
Chevrolet,K1500 SUBURBAN 4WD,8,Auto(A6),15,22,18,NA,Naturally Aspirated,A,Automatic,4,4-Wheel Drive,G,Gasoline (Regular Unleaded Recommended),2900,2900,33,Standard SUV 4WD,2014-05-22,581,409,503
Chevrolet,K1500 TAHOE 4WD,8,Auto(A6),16,22,18,NA,Naturally Aspirated,A,Automatic,4,4-Wheel Drive,G,Gasoline (Regular Unleaded Recommended),2900,2900,33,Standard SUV 4WD,2014-01-06,573,407,498
Chevrolet,K1500 TAHOE 4WD,8,Auto(A6),16,22,18,NA,Naturally Aspirated,A,Automatic,4,4-Wheel Drive,G,Gasoline (Regular Unleaded Recommended),2900,2900,33,Standard SUV 4WD,2014-05-22,573,407,498
Chevrolet,TRAVERSE AWD,6,Auto(A6),16,23,19,NA,Naturally Aspirated,A,Automatic,A,All Wheel Drive,G,Gasoline (Regular Unleaded Recommended),2750,2750,33,Standard SUV 4WD,2014-05-30,551,384,476
Chrysler,200,4,Auto(A9),23,36,28,NA,Naturally Aspirated,A,Automatic,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),1900,1900,5,Midsize Cars,2014-03-27,384,246,322
Chrysler,200,4,Auto(A9),23,36,28,NA,Naturally Aspirated,A,Automatic,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),1900,1900,5,Midsize Cars,2014-07-21,384,246,322
Chrysler,200,6,Auto(A9),19,32,23,NA,Naturally Aspirated,A,Automatic,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),2300,2300,5,Midsize Cars,2014-03-26,469,283,385
Chrysler,200,6,Auto(A9),19,32,23,NA,Naturally Aspirated,A,Automatic,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),2300,2300,5,Midsize Cars,2014-07-21,469,283,385
Chrysler,200 AWD,6,Auto(A9),18,29,22,NA,Naturally Aspirated,A,Automatic,A,All Wheel Drive,G,Gasoline (Regular Unleaded Recommended),2400,2400,5,Midsize Cars,2014-03-17,482,306,403
Chrysler,200 AWD,6,Auto(A9),18,29,22,NA,Naturally Aspirated,A,Automatic,A,All Wheel Drive,G,Gasoline (Regular Unleaded Recommended),2400,2400,5,Midsize Cars,2014-07-21,482,306,403
Chrysler,300,6,Auto(A8),19,31,23,NA,Naturally Aspirated,A,Automatic,R,"2-Wheel Drive, Rear",G,Gasoline (Regular Unleaded Recommended),2300,2300,6,Large Cars,2014-07-21,466,290,386
Chrysler,300,8,Auto(A8),16,25,19,NA,Naturally Aspirated,A,Automatic,R,"2-Wheel Drive, Rear",GM,Gasoline (Mid Grade Unleaded Recommended),2900,2900,6,Large Cars,2014-07-21,558,352,465
Chrysler,Town & Country,6,Auto(A6),17,25,20,NA,Naturally Aspirated,A,Automatic,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),2600,2600,20,"Special Purpose Vehicle, minivan 2WD",2014-08-04,518,354,444
Dodge,Challenger,6,Auto(A8),19,30,23,NA,Naturally Aspirated,A,Automatic,R,"2-Wheel Drive, Rear",G,Gasoline (Regular Unleaded Recommended),2300,2300,5,Midsize Cars,2014-07-21,466,296,389
Dodge,Challenger,8,Auto(A8),16,25,19,NA,Naturally Aspirated,A,Automatic,R,"2-Wheel Drive, Rear",GM,Gasoline (Mid Grade Unleaded Recommended),2900,2900,5,Midsize Cars,2014-07-21,558,352,465
Dodge,Challenger,8,Manual(M6),15,23,18,NA,Naturally Aspirated,M,Manual,R,"2-Wheel Drive, Rear",GP,Gasoline (Premium Unleaded Recommended),3150,3150,5,Midsize Cars,2014-07-21,590,379,495
Dodge,Challenger,8,Auto(A8),15,25,18,NA,Naturally Aspirated,A,Automatic,R,"2-Wheel Drive, Rear",GP,Gasoline (Premium Unleaded Recommended),3150,3150,5,Midsize Cars,2014-07-21,591,357,486
Dodge,Challenger,8,Manual(M6),14,23,17,NA,Naturally Aspirated,M,Manual,R,"2-Wheel Drive, Rear",GP,Gasoline (Premium Unleaded Recommended),3350,3350,5,Midsize Cars,2014-07-21,632,392,524
Dodge,Challenger SRT8,8,Auto(A8),15,25,18,NA,Naturally Aspirated,A,Automatic,R,"2-Wheel Drive, Rear",GP,Gasoline (Premium Unleaded Recommended),3150,3150,5,Midsize Cars,2014-07-21,591,357,486
Dodge,Challenger SRT8,8,Manual(M6),14,23,17,NA,Naturally Aspirated,M,Manual,R,"2-Wheel Drive, Rear",GP,Gasoline (Premium Unleaded Recommended),3350,3350,5,Midsize Cars,2014-07-21,632,392,524
Dodge,Charger,6,Auto(A8),19,31,23,NA,Naturally Aspirated,A,Automatic,R,"2-Wheel Drive, Rear",G,Gasoline (Regular Unleaded Recommended),2300,2300,6,Large Cars,2014-07-21,466,290,386
Dodge,Charger,8,Auto(A8),16,25,19,NA,Naturally Aspirated,A,Automatic,R,"2-Wheel Drive, Rear",GM,Gasoline (Mid Grade Unleaded Recommended),2900,2900,6,Large Cars,2014-07-21,558,352,465
Dodge,Charger SRT8,8,Auto(A8),15,25,18,NA,Naturally Aspirated,A,Automatic,R,"2-Wheel Drive, Rear",GP,Gasoline (Premium Unleaded Recommended),3150,3150,6,Large Cars,2014-07-21,591,357,486
Dodge,Grand Caravan,6,Auto(A6),17,25,20,NA,Naturally Aspirated,A,Automatic,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),2600,2600,20,"Special Purpose Vehicle, minivan 2WD",2014-08-04,518,354,444
Dodge,Journey,4,Auto(A4),19,26,21,NA,Naturally Aspirated,A,Automatic,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),2500,2500,30,Small SUV 2WD,2014-07-14,479,346,419
Dodge,Journey,6,Auto(A6),17,25,19,NA,Naturally Aspirated,A,Automatic,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),2750,2750,30,Small SUV 2WD,2014-07-14,538,356,456
Dodge,Journey AWD,6,Auto(A6),16,24,19,NA,Naturally Aspirated,A,Automatic,A,All Wheel Drive,G,Gasoline (Regular Unleaded Recommended),2750,2750,31,Small SUV 4WD,2014-07-14,548,374,470
Dodge,Durango AWD,6,Auto(A8),17,24,19,NA,Naturally Aspirated,A,Automatic,4,4-Wheel Drive,G,Gasoline (Regular Unleaded Recommended),2750,2750,33,Standard SUV 4WD,2014-07-21,527,373,458
FIAT,500,4,Auto(A6),27,34,30,NA,Naturally Aspirated,A,Automatic,F,"2-Wheel Drive, Front",GP,Gasoline (Premium Unleaded Recommended),1900,1900,2,Minicompact Cars,2014-06-23,325,259,295
FIAT,500,4,Auto(A6),24,32,27,TC,Turbocharged,A,Automatic,F,"2-Wheel Drive, Front",GP,Gasoline (Premium Unleaded Recommended),2100,2100,2,Minicompact Cars,2014-06-23,363,272,322
FIAT,500,4,Manual(M5),31,40,34,NA,Naturally Aspirated,M,Manual,F,"2-Wheel Drive, Front",GP,Gasoline (Premium Unleaded Recommended),1700,1700,2,Minicompact Cars,2014-06-23,289,224,260
FIAT,500,4,Manual(M5),28,34,30,TC,Turbocharged,M,Manual,F,"2-Wheel Drive, Front",GP,Gasoline (Premium Unleaded Recommended),1900,1900,2,Minicompact Cars,2014-06-23,321,263,295
FIAT,500 Abarth,4,Auto(A6),24,32,27,TC,Turbocharged,A,Automatic,F,"2-Wheel Drive, Front",GP,Gasoline (Premium Unleaded Recommended),2100,2100,2,Minicompact Cars,2014-06-23,363,272,322
FIAT,500 Abarth,4,Manual(M5),28,34,30,TC,Turbocharged,M,Manual,F,"2-Wheel Drive, Front",GP,Gasoline (Premium Unleaded Recommended),1900,1900,2,Minicompact Cars,2014-06-23,321,263,295
FIAT,500L,4,Auto(A6),22,30,25,TC,Turbocharged,A,Automatic,F,"2-Wheel Drive, Front",GP,Gasoline (Premium Unleaded Recommended),2300,2300,7,Small Station Wagons,2014-07-14,400,292,351
FIAT,500L,4,Auto(AM6),24,33,27,TC,Turbocharged,AM,Automated Manual,F,"2-Wheel Drive, Front",GP,Gasoline (Premium Unleaded Recommended),2100,2100,7,Small Station Wagons,2014-07-14,372,271,327
FIAT,500L,4,Manual(M6),25,33,28,TC,Turbocharged,M,Manual,F,"2-Wheel Drive, Front",GP,Gasoline (Premium Unleaded Recommended),2050,2050,7,Small Station Wagons,2014-07-14,348,269,312
Ford,Fiesta FWD,4,Auto(AM6),27,37,31,NA,Naturally Aspirated,AM,Automated Manual,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),1700,1700,3,Subcompact Cars,2014-06-20,328,242,289
Ford,Fiesta FWD,4,Manual(M5),28,36,31,NA,Naturally Aspirated,M,Manual,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),1700,1700,3,Subcompact Cars,2014-08-01,322,247,288
Ford,Fiesta SFE FWD,4,Manual(M5),31,43,36,TC,Turbocharged,M,Manual,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),1450,1450,3,Subcompact Cars,2014-06-20,280,206,247
Ford,Fiesta SFE FWD,4,Auto(AM6),28,38,32,NA,Naturally Aspirated,AM,Automated Manual,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),1650,1650,3,Subcompact Cars,2014-06-20,319,233,281
Ford,Fiesta ST FWD,4,Manual(M6),26,35,29,TC,Turbocharged,M,Manual,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),1800,1800,4,Compact Cars,2014-06-20,337,257,301
Ford,FUSION AWD,4,Auto(S6),22,31,25,TC,Turbocharged,SA,Semi-Automatic,A,All Wheel Drive,G,Gasoline (Regular Unleaded Recommended),2100,2100,5,Midsize Cars,2014-06-23,410,284,354
Ford,FUSION FWD,4,Auto(S6),25,37,29,TC,Turbocharged,SA,Semi-Automatic,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),1800,1800,5,Midsize Cars,2014-06-23,356,238,303
Ford,FUSION FWD,4,Auto(S6),24,36,28,TC,Turbocharged,SA,Semi-Automatic,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),1900,1900,5,Midsize Cars,2014-06-23,374,247,316
Ford,FUSION FWD,4,Auto(S6),22,33,26,TC,Turbocharged,SA,Semi-Automatic,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),2000,2000,5,Midsize Cars,2014-06-23,396,267,338
Ford,FUSION FWD,4,Auto(S6),22,34,26,NA,Naturally Aspirated,SA,Semi-Automatic,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),2000,2000,5,Midsize Cars,2014-06-23,399,264,338
Ford,FUSION HYBRID FWD,4,Auto(AV),44,41,42,NA,Naturally Aspirated,CVT,Continuously Variable,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),1250,1250,5,Midsize Cars,2014-07-07,202,218,209
Ford,Special Service Police FWD,4,Auto(A6),20,30,24,TC,Turbocharged,A,Automatic,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),2200,2200,6,Large Cars,2014-06-05,436,298,374
Ford,TAURUS AWD,6,Auto(S6),17,25,20,TC,Turbocharged,SA,Semi-Automatic,A,All Wheel Drive,G,Gasoline (Regular Unleaded Recommended),2600,2600,6,Large Cars,2014-06-05,524,357,449
Ford,TAURUS AWD,6,Auto(S6),18,26,21,NA,Naturally Aspirated,SA,Semi-Automatic,A,All Wheel Drive,G,Gasoline (Regular Unleaded Recommended),2500,2500,6,Large Cars,2014-06-05,491,345,425
Ford,TAURUS AWD FFV,6,Auto(S6),18,26,21,NA,Naturally Aspirated,SA,Semi-Automatic,A,All Wheel Drive,G,Gasoline (Regular Unleaded Recommended),2500,2500,6,Large Cars,2014-06-05,491,345,425
Ford,TAURUS FWD,4,Auto(S6),22,32,26,TC,Turbocharged,SA,Semi-Automatic,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),2000,2000,6,Large Cars,2014-06-05,397,278,342
Ford,TAURUS FWD,6,Auto(S6),19,29,23,NA,Naturally Aspirated,SA,Semi-Automatic,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),2300,2300,6,Large Cars,2014-06-05,460,311,393
Ford,TAURUS FWD FFV,6,Auto(S6),19,29,23,NA,Naturally Aspirated,SA,Semi-Automatic,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),2300,2300,6,Large Cars,2014-05-05,460,311,393
Ford,Transit T150 Wagon,6,Auto(S6),14,19,16,TC,Turbocharged,SA,Semi-Automatic,R,"2-Wheel Drive, Rear",G,Gasoline (Regular Unleaded Recommended),3300,3300,15,"Vans, Passenger Type",2014-06-02,626,471,556
Ford,Transit T150 Wagon FFV,6,Auto(S6),14,19,16,NA,Naturally Aspirated,SA,Semi-Automatic,R,"2-Wheel Drive, Rear",G,Gasoline (Regular Unleaded Recommended),3300,3300,15,"Vans, Passenger Type",2014-06-02,627,476,559
Ford,EXPLORER FFV 2WD,6,Auto(S6),17,24,20,NA,Naturally Aspirated,SA,Semi-Automatic,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),2600,2600,32,Standard SUV 2WD,2014-06-05,518,366,450
Ford,EXPLORER FWD,4,Auto(A6),20,28,23,TC,Turbocharged,A,Automatic,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),2300,2300,32,Standard SUV 2WD,2014-06-05,449,322,392
Ford,EXPLORER FWD,6,Auto(S6),17,24,20,NA,Naturally Aspirated,SA,Semi-Automatic,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),2600,2600,32,Standard SUV 2WD,2014-06-05,518,366,450
Ford,EXPLORER AWD,6,Auto(S6),17,23,19,NA,Naturally Aspirated,SA,Semi-Automatic,A,All Wheel Drive,G,Gasoline (Regular Unleaded Recommended),2750,2750,33,Standard SUV 4WD,2014-06-05,537,389,470
Ford,EXPLORER AWD,6,Auto(S6),16,22,18,TC,Turbocharged,SA,Semi-Automatic,A,All Wheel Drive,G,Gasoline (Regular Unleaded Recommended),2900,2900,33,Standard SUV 4WD,2014-06-05,561,404,494
Ford,EXPLORER FFV AWD,6,Auto(S6),17,23,19,NA,Naturally Aspirated,SA,Semi-Automatic,A,All Wheel Drive,G,Gasoline (Regular Unleaded Recommended),2750,2750,33,Standard SUV 4WD,2014-06-05,537,389,470
GMC,K15 SIERRA 4WD,8,Auto(A6),16,22,18,NA,Naturally Aspirated,A,Automatic,4,4-Wheel Drive,G,Gasoline (Regular Unleaded Recommended),2900,2900,13,Standard Pick-up Trucks 4WD,2014-01-06,562,403,490
GMC,G2500 SAVANA CONV 2WD CARGO MDPV,8,Auto(A6),10,15,12,NA,Naturally Aspirated,A,Automatic,R,"2-Wheel Drive, Rear",G,Gasoline (Regular Unleaded Recommended),4400,4400,14,"Vans, Cargo Types",2014-07-21,875,590,747
GMC,G2500 SAVANA CONV 2WD CARGO MDPV,8,Auto(A6),10,15,12,NA,Naturally Aspirated,A,Automatic,R,"2-Wheel Drive, Rear",G,Gasoline (Regular Unleaded Recommended),4400,4400,14,"Vans, Cargo Types",2014-07-21,868,582,740
GMC,G2500 SAVANA 2WD PASS MDPV,8,Auto(A6),11,17,13,NA,Naturally Aspirated,A,Automatic,R,"2-Wheel Drive, Rear",G,Gasoline (Regular Unleaded Recommended),4050,4050,15,"Vans, Passenger Type",2014-07-21,791,534,675
GMC,G2500 SAVANA 2WD PASS MDPV,8,Auto(A6),11,16,13,NA,Naturally Aspirated,A,Automatic,R,"2-Wheel Drive, Rear",G,Gasoline (Regular Unleaded Recommended),4050,4050,15,"Vans, Passenger Type",2014-07-21,830,564,710
GMC,G2500 SAVANA 2WD PASS MDPV,8,Auto(A6),11,16,13,NA,Naturally Aspirated,A,Automatic,R,"2-Wheel Drive, Rear",G,Gasoline (Regular Unleaded Recommended),4050,4050,15,"Vans, Passenger Type",2014-07-21,830,564,710
GMC,G3500 SAVANA 2WD PASS MDPV,8,Auto(A6),11,17,13,NA,Naturally Aspirated,A,Automatic,R,"2-Wheel Drive, Rear",G,Gasoline (Regular Unleaded Recommended),4050,4050,15,"Vans, Passenger Type",2014-07-21,792,535,676
GMC,G3500 SAVANA 2WD PASS MDPV,8,Auto(A6),11,16,12,NA,Naturally Aspirated,A,Automatic,R,"2-Wheel Drive, Rear",G,Gasoline (Regular Unleaded Recommended),4400,4400,15,"Vans, Passenger Type",2014-07-21,842,571,720
GMC,G3500 SAVANA 2WD PASS MDPV,8,Auto(A6),11,16,12,NA,Naturally Aspirated,A,Automatic,R,"2-Wheel Drive, Rear",G,Gasoline (Regular Unleaded Recommended),4400,4400,15,"Vans, Passenger Type",2014-07-21,837,567,716
GMC,TERRAIN FWD,4,Auto(A6),22,32,26,NA,Naturally Aspirated,A,Automatic,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),2000,2000,30,Small SUV 2WD,2014-05-30,398,278,344
GMC,TERRAIN FWD,4,Auto(A6),22,32,26,NA,Naturally Aspirated,A,Automatic,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),2000,2000,30,Small SUV 2WD,2014-05-30,398,278,344
GMC,TERRAIN FWD,6,Auto(A6),17,24,20,NA,Naturally Aspirated,A,Automatic,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),2600,2600,30,Small SUV 2WD,2014-05-30,536,370,444
GMC,TERRAIN AWD,4,Auto(A6),20,29,23,NA,Naturally Aspirated,A,Automatic,A,All Wheel Drive,G,Gasoline (Regular Unleaded Recommended),2300,2300,31,Small SUV 4WD,2014-05-31,435,310,379
GMC,TERRAIN AWD,6,Auto(A6),16,23,19,NA,Naturally Aspirated,A,Automatic,A,All Wheel Drive,G,Gasoline (Regular Unleaded Recommended),2750,2750,31,Small SUV 4WD,2014-05-30,559,387,468
GMC,ACADIA FWD,6,Auto(A6),17,24,19,NA,Naturally Aspirated,A,Automatic,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),2750,2750,32,Standard SUV 2WD,2014-05-30,538,375,465
GMC,C1500 YUKON 2WD,8,Auto(A6),16,23,18,NA,Naturally Aspirated,A,Automatic,R,"2-Wheel Drive, Rear",G,Gasoline (Regular Unleaded Recommended),2900,2900,32,Standard SUV 2WD,2014-01-06,561,383,481
GMC,C1500 YUKON 2WD,8,Auto(A6),16,23,18,NA,Naturally Aspirated,A,Automatic,R,"2-Wheel Drive, Rear",G,Gasoline (Regular Unleaded Recommended),2900,2900,32,Standard SUV 2WD,2014-05-22,561,383,481
GMC,C1500 YUKON 2WD,8,Auto(A6),15,21,17,NA,Naturally Aspirated,A,Automatic,R,"2-Wheel Drive, Rear",G,Gasoline (Regular Unleaded Recommended),3100,3100,32,Standard SUV 2WD,2014-01-15,609,428,527
GMC,C1500 YUKON XL 2WD,8,Auto(A6),16,23,18,NA,Naturally Aspirated,A,Automatic,R,"2-Wheel Drive, Rear",G,Gasoline (Regular Unleaded Recommended),2900,2900,32,Standard SUV 2WD,2014-01-06,561,383,481
GMC,C1500 YUKON XL 2WD,8,Auto(A6),16,23,18,NA,Naturally Aspirated,A,Automatic,R,"2-Wheel Drive, Rear",G,Gasoline (Regular Unleaded Recommended),2900,2900,32,Standard SUV 2WD,2014-05-22,561,383,481
GMC,C1500 YUKON XL 2WD,8,Auto(A6),15,21,17,NA,Naturally Aspirated,A,Automatic,R,"2-Wheel Drive, Rear",G,Gasoline (Regular Unleaded Recommended),3100,3100,32,Standard SUV 2WD,2014-01-15,609,428,527
GMC,ACADIA AWD,6,Auto(A6),16,23,19,NA,Naturally Aspirated,A,Automatic,A,All Wheel Drive,G,Gasoline (Regular Unleaded Recommended),2750,2750,33,Standard SUV 4WD,2014-05-30,551,384,476
GMC,K1500 YUKON 4WD,8,Auto(A6),16,22,18,NA,Naturally Aspirated,A,Automatic,4,4-Wheel Drive,G,Gasoline (Regular Unleaded Recommended),2900,2900,33,Standard SUV 4WD,2014-01-06,573,407,498
GMC,K1500 YUKON 4WD,8,Auto(A6),16,22,18,NA,Naturally Aspirated,A,Automatic,4,4-Wheel Drive,G,Gasoline (Regular Unleaded Recommended),2900,2900,33,Standard SUV 4WD,2014-05-22,573,407,498
GMC,K1500 YUKON 4WD,8,Auto(A6),14,21,16,NA,Naturally Aspirated,A,Automatic,4,4-Wheel Drive,G,Gasoline (Regular Unleaded Recommended),3300,3300,33,Standard SUV 4WD,2014-01-15,635,431,555
GMC,K1500 YUKON XL 4WD,8,Auto(A6),15,22,18,NA,Naturally Aspirated,A,Automatic,4,4-Wheel Drive,G,Gasoline (Regular Unleaded Recommended),2900,2900,33,Standard SUV 4WD,2014-01-06,581,409,503
GMC,K1500 YUKON XL 4WD,8,Auto(A6),15,22,18,NA,Naturally Aspirated,A,Automatic,4,4-Wheel Drive,G,Gasoline (Regular Unleaded Recommended),2900,2900,33,Standard SUV 4WD,2014-05-22,581,409,503
GMC,K1500 YUKON XL 4WD,8,Auto(A6),14,20,16,NA,Naturally Aspirated,A,Automatic,4,4-Wheel Drive,G,Gasoline (Regular Unleaded Recommended),3300,3300,33,Standard SUV 4WD,2014-01-15,634,443,548
Honda,FIT,4,Auto(AV),33,41,36,NA,Naturally Aspirated,CVT,Continuously Variable,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),1450,1450,7,Small Station Wagons,2014-04-01,269,216,247
Honda,FIT,4,Auto(AV-S7),32,38,35,NA,Naturally Aspirated,SCV,Selectable Continuously Variable (e.g. CVT with paddles),F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),1500,1500,7,Small Station Wagons,2014-04-01,275,233,256
Honda,FIT,4,Manual(M6),29,37,32,NA,Naturally Aspirated,M,Manual,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),1650,1650,7,Small Station Wagons,2014-04-01,306,241,277
